winner,time,player_0_species,player_0_APM,player_0_attack,player_0_Ability,player_0_buildings,player_0_worker,player_0_nonworker,player_1_species,player_1_APM,player_1_attack,player_1_Ability,player_1_buildings,player_1_worker,player_1_nonworker
0,2.65,T,125.0,0,6,3,2,0,T,281.0,0,13,5,7,1
0,3.62,T,65.0,0,15,4,7,4,P,81.0,0,12,7,5,0
0,6.85,P,103.0,0,31,15,10,1,P,79.0,5,43,12,14,5
1,8.13,P,95.0,14,51,13,8,6,T,142.0,17,56,14,9,9
1,9.97,T,103.0,18,82,17,14,14,P,174.0,8,72,17,17,7
1,9.98,Z,132.0,11,65,6,18,13,T,119.0,27,84,17,10,3
1,10.63,Z,156.0,6,60,12,11,21,T,79.0,14,62,10,12,4
1,7.33,T,116.0,14,49,14,8,4,P,102.0,0,39,15,10,7
0,7.22,Z,112.0,2,40,5,12,9,P,110.0,2,34,10,15,4
1,9.98,T,114.0,0,57,18,12,10,Z,63.0,0,44,10,8,7
1,5.47,Z,86.0,1,26,3,10,8,Z,123.0,1,33,7,7,9
0,9.98,Z,113.0,6,57,16,11,8,T,122.0,3,76,23,18,13
1,6.92,Z,158.0,1,47,6,16,9,Z,129.0,1,43,10,11,6
1,9.92,Z,78.0,7,73,16,12,17,P,155.0,12,72,30,20,1
1,9.98,P,119.0,1,52,20,12,7,Z,145.0,5,58,9,11,16
0,6.1,Z,118.0,3,34,7,5,9,Z,124.0,7,32,3,3,16
0,9.97,P,79.0,9,54,14,15,10,Z,88.0,15,66,14,10,12
1,4.4,T,78.0,0,15,6,5,2,Z,114.0,1,21,2,9,4
1,5.73,Z,69.0,3,28,7,7,5,Z,57.0,0,21,4,6,7
1,6.93,Z,110.0,6,33,4,9,10,P,117.0,7,41,14,12,2
1,5.07,Z,197.0,2,35,5,13,4,P,184.0,5,33,7,14,2
1,3.52,P,44.0,0,14,3,7,1,Z,93.0,2,17,3,4,6
1,9.98,T,96.0,21,78,12,13,17,T,108.0,10,67,11,18,8
1,9.98,Z,156.0,4,94,16,22,25,T,77.0,7,55,18,7,7
1,3.25,T,79.0,0,11,5,3,1,T,147.0,0,11,5,5,0
1,10.05,Z,99.0,13,61,14,18,10,T,108.0,20,85,15,10,16
0,9.97,T,190.0,40,106,16,20,8,T,112.0,26,89,13,24,8
0,4.17,T,112.0,1,17,8,4,1,P,98.0,1,17,4,9,2
0,9.95,T,92.0,5,59,15,8,7,T,132.0,5,72,23,9,12
0,9.72,Z,147.0,12,66,5,13,20,P,100.0,14,46,9,7,4
0,7.28,T,99.0,12,52,12,8,7,T,97.0,14,48,9,8,6
1,9.98,Z,80.0,8,46,7,14,10,T,93.0,3,53,11,10,12
1,9.93,P,111.0,2,54,20,17,4,T,208.0,10,75,19,12,11
1,7.43,P,112.0,13,62,13,21,6,T,145.0,21,88,11,22,18
0,7.68,T,107.0,8,77,18,15,7,Z,82.0,8,50,11,11,13
1,4.7,P,88.0,0,23,6,13,1,T,129.0,0,23,7,8,2
0,9.98,T,103.0,1,52,17,12,6,Z,47.0,15,53,7,9,13
1,6.63,P,83.0,0,25,15,5,2,T,133.0,2,38,16,7,4
1,6.7,T,131.0,11,60,17,11,3,T,135.0,2,53,14,20,8
1,6.88,T,143.0,21,64,11,10,2,P,142.0,16,53,7,16,5
0,9.98,Z,108.0,15,45,7,5,10,P,129.0,2,55,24,15,7
0,10.1,Z,179.0,5,88,20,22,13,T,73.0,9,98,33,21,8
1,2.62,P,89.0,0,12,5,7,0,T,132.0,0,12,5,5,1
0,10.35,Z,148.0,17,76,9,21,20,Z,71.0,10,67,17,11,17
0,5.9,T,119.0,0,26,9,8,3,P,28.0,0,14,7,2,3
0,5.68,P,100.0,10,33,7,8,2,Z,88.0,3,28,3,10,7
0,10.08,P,110.0,1,50,19,17,5,T,119.0,1,53,10,9,9
1,6.6,P,150.0,12,46,8,13,2,T,165.0,5,55,10,14,6
1,6.83,P,141.0,4,30,7,10,3,P,82.0,3,42,13,12,6
1,2.5,Z,140.0,0,8,2,2,4,P,62.0,0,7,3,4,0
0,9.98,T,115.0,25,74,11,8,3,Z,163.0,22,89,11,13,19
1,10.33,P,50.0,7,58,18,14,3,T,130.0,21,87,17,16,15
0,3.42,Z,111.0,0,12,2,4,4,T,108.0,0,13,5,7,0
0,8.93,T,98.0,0,62,20,10,7,P,121.0,3,53,16,21,5
1,9.97,T,86.0,7,52,10,7,1,Z,121.0,15,78,12,14,17
1,5.8,Z,75.0,1,30,4,14,7,T,58.0,1,32,12,6,8
0,9.27,Z,147.0,4,66,13,16,15,P,81.0,6,48,9,15,7
0,8.97,Z,132.0,4,56,7,19,17,P,88.0,3,57,12,21,2
0,9.98,Z,103.0,0,62,16,16,13,P,124.0,0,30,13,7,3
0,4.9,Z,128.0,1,28,3,8,10,T,108.0,4,31,8,7,1
0,8.63,T,56.0,1,53,13,8,10,P,76.0,5,36,12,13,2
0,9.98,T,168.0,24,111,13,25,13,Z,165.0,9,135,14,17,20
0,3.9,Z,180.0,2,17,0,2,7,Z,146.0,0,19,4,10,5
1,9.48,Z,80.0,1,40,5,13,13,T,86.0,0,50,16,8,9
0,7.98,Z,221.0,6,65,8,23,16,Z,133.0,14,66,10,20,14
0,5.03,Z,80.0,2,23,4,6,5,P,117.0,3,28,8,10,2
1,8.92,P,100.0,3,49,15,12,7,T,84.0,9,51,13,11,9
0,2.53,Z,94.0,0,8,4,1,2,T,45.0,0,10,4,4,0
1,4.78,Z,78.0,0,19,2,6,5,Z,82.0,2,29,4,4,7
0,8.38,Z,79.0,1,49,10,16,10,T,108.0,0,34,11,7,7
0,9.1,Z,74.0,4,41,5,11,8,T,72.0,5,61,18,13,6
0,9.98,T,161.0,4,75,20,18,12,T,130.0,6,85,20,19,15
0,6.57,T,106.0,1,46,15,7,4,P,106.0,9,35,12,9,1
1,6.05,Z,100.0,17,51,6,15,6,P,132.0,4,50,12,16,4
1,7.8,Z,74.0,3,39,5,10,11,P,96.0,1,45,13,16,4
0,9.82,T,213.0,15,111,19,20,13,Z,121.0,12,76,7,20,14
1,6.27,T,107.0,0,33,9,11,6,P,77.0,0,29,12,7,3
0,9.93,T,117.0,7,64,20,11,9,P,92.0,2,36,17,9,3
0,8.88,T,126.0,19,86,12,20,12,Z,109.0,13,54,11,11,8
0,9.98,T,159.0,21,102,19,21,7,Z,128.0,8,77,14,24,11
1,10.32,Z,137.0,11,81,14,13,21,P,135.0,8,92,20,34,4
0,9.97,T,135.0,25,94,13,25,1,Z,156.0,14,77,5,17,25
1,9.98,P,122.0,12,67,18,14,7,Z,110.0,19,73,9,19,12
0,5.72,P,132.0,2,33,11,15,3,Z,94.0,5,36,4,13,10
0,7.22,T,122.0,14,81,14,12,10,Z,80.0,4,50,11,16,9
1,6.37,P,140.0,11,43,7,16,2,P,89.0,8,39,7,12,3
0,10.25,P,68.0,9,50,20,12,5,Z,120.0,10,54,6,10,22
0,4.67,Z,92.0,0,17,3,5,7,P,90.0,0,21,8,10,0
1,7.07,P,98.0,0,27,8,11,4,Z,81.0,1,30,3,12,7
1,9.98,P,121.0,8,57,11,15,7,P,97.0,1,51,22,8,5
0,5.43,T,112.0,18,42,8,10,2,P,45.0,1,22,6,13,1
1,2.07,T,45.0,0,7,3,3,0,P,129.0,0,10,5,4,0
0,5.35,Z,164.0,2,33,5,11,9,T,112.0,0,26,8,5,3
1,9.97,Z,99.0,5,42,7,10,7,T,102.0,5,79,16,20,14
1,8.17,P,137.0,3,40,12,14,7,P,185.0,16,67,11,23,4
1,10.23,P,59.0,0,37,6,5,10,T,28.0,0,17,8,3,2
0,9.98,Z,143.0,10,83,12,16,26,T,149.0,27,102,19,14,8
0,10.2,Z,78.0,5,39,7,5,10,P,65.0,8,50,16,11,7
1,9.03,T,101.0,1,56,14,11,0,T,77.0,0,41,19,10,9
0,5.12,T,47.0,1,25,8,9,1,Z,68.0,2,24,5,7,6
0,5.8,T,103.0,5,43,11,11,4,P,124.0,22,44,10,6,4
1,8.27,T,136.0,13,56,14,13,1,Z,109.0,10,61,12,10,15
1,4.97,T,59.0,1,24,9,5,6,T,64.0,11,38,9,8,3
0,5.43,P,41.0,1,22,8,6,6,Z,72.0,2,21,8,2,2
1,9.98,Z,172.0,15,84,19,19,14,P,133.0,9,83,19,21,6
0,9.98,P,103.0,9,52,15,17,5,Z,88.0,13,63,9,8,18
0,4.37,T,108.0,3,24,4,8,3,P,88.0,2,27,11,9,3
1,9.98,Z,72.0,4,58,10,7,19,T,156.0,26,89,15,14,12
1,9.98,Z,165.0,11,61,6,12,22,Z,132.0,14,80,7,19,20
1,2.58,T,184.0,2,11,3,4,1,T,236.0,2,11,3,5,0
1,10.43,T,94.0,3,84,23,17,15,T,162.0,22,94,20,17,10
1,4.48,Z,92.0,3,19,4,6,2,P,123.0,1,17,7,5,2
1,9.98,P,166.0,30,103,17,24,8,P,193.0,19,99,18,31,2
1,3.35,T,90.0,0,18,4,8,2,Z,57.0,1,11,3,4,3
0,9.98,Z,71.0,5,60,10,10,18,T,87.0,14,85,16,13,18
0,6.98,T,144.0,13,61,14,12,7,P,132.0,12,54,16,15,4
1,7.78,Z,114.0,8,42,5,11,7,T,41.0,2,44,12,8,11
0,5.83,P,92.0,4,27,13,8,2,T,139.0,5,41,8,6,5
1,9.4,Z,102.0,3,50,8,12,14,P,94.0,2,39,17,9,8
1,5.5,P,131.0,4,35,8,16,5,T,99.0,2,33,10,7,6
1,9.97,T,111.0,3,47,14,5,7,P,75.0,5,49,14,8,10
1,10.87,Z,147.0,13,89,18,18,16,P,89.0,12,94,24,31,9
1,5.58,T,101.0,0,19,8,5,1,P,58.0,0,22,8,7,3
0,7.62,Z,180.0,0,43,6,17,12,P,119.0,3,46,16,17,5
1,7.65,P,104.0,13,48,14,8,5,Z,152.0,5,57,10,16,13
1,9.98,T,89.0,13,58,9,11,10,T,143.0,10,93,25,15,8
0,8.3,T,190.0,5,67,17,18,8,T,131.0,4,63,14,16,14
1,7.52,Z,109.0,0,38,2,10,17,T,110.0,1,59,11,14,10
0,7.43,P,114.0,3,36,12,12,5,Z,84.0,3,34,3,9,9
0,3.88,Z,67.0,4,18,5,5,4,T,90.0,11,26,6,7,1
1,5.62,Z,99.0,0,24,7,11,3,Z,85.0,1,29,4,10,7
0,6.38,T,50.0,2,25,9,4,3,Z,83.0,1,21,3,7,3
1,2.15,Z,172.0,0,9,1,7,1,Z,91.0,0,5,1,2,2
1,4.35,T,62.0,4,26,8,7,3,P,221.0,0,20,7,4,3
1,9.77,T,97.0,1,42,11,5,6,T,116.0,15,70,13,12,7
0,2.85,P,174.0,0,8,2,6,0,P,55.0,0,11,4,6,0
1,4.92,Z,49.0,2,20,3,3,9,P,85.0,0,20,16,3,0
0,9.25,T,110.0,15,60,14,7,4,Z,98.0,4,41,8,13,4
0,10.92,T,165.0,17,95,21,18,10,T,138.0,14,93,17,19,16
1,10.33,Z,146.0,5,67,13,11,16,T,132.0,35,127,14,20,16
1,9.98,Z,150.0,10,63,11,15,15,T,79.0,15,100,16,19,7
1,3.25,Z,180.0,0,14,3,5,4,Z,148.0,0,11,1,7,2
0,4.93,T,174.0,4,36,8,5,6,T,166.0,0,29,9,9,4
1,5.88,P,141.0,13,40,10,8,4,P,160.0,6,32,10,7,3
0,10.08,Z,103.0,6,67,14,12,14,T,137.0,8,82,18,17,16
0,5.55,Z,121.0,3,27,5,9,5,Z,170.0,0,26,5,9,8
1,9.8,T,91.0,9,74,15,14,11,Z,105.0,6,64,13,17,15
0,9.98,P,120.0,10,84,16,27,7,T,136.0,26,145,23,28,23
1,8.3,P,82.0,11,41,8,6,4,P,176.0,12,60,17,16,3
0,4.65,Z,118.0,4,32,5,9,9,Z,196.0,0,27,6,10,2
1,6.05,T,95.0,3,36,6,10,7,P,62.0,8,33,6,12,4
0,6.87,Z,134.0,5,49,10,17,9,P,161.0,3,48,14,18,5
0,9.95,P,69.0,9,52,14,15,7,P,89.0,5,50,15,15,6
0,9.98,T,171.0,27,106,15,28,18,P,200.0,43,136,25,26,5
1,6.22,P,63.0,0,22,8,6,5,P,41.0,1,23,10,5,4
1,9.48,Z,178.0,11,59,5,15,14,P,159.0,10,72,21,14,6
0,7.73,Z,141.0,9,58,7,12,14,T,133.0,5,54,16,10,2
1,7.87,T,76.0,5,38,12,10,6,T,114.0,3,45,15,7,4
0,9.97,Z,102.0,17,108,13,25,21,T,133.0,19,102,21,26,5
1,6.83,P,87.0,0,23,15,8,0,P,131.0,0,24,9,7,2
1,9.98,Z,100.0,2,61,10,15,16,P,168.0,12,68,19,21,2
1,7.83,Z,109.0,9,55,8,19,9,P,133.0,10,59,13,21,3
0,6.52,Z,87.0,2,34,4,12,10,T,88.0,0,34,11,10,5
1,9.98,Z,134.0,5,77,16,17,19,T,142.0,8,76,16,14,6
0,8.38,Z,188.0,5,55,10,19,3,P,118.0,3,59,14,19,6
0,5.23,Z,108.0,2,30,5,12,7,P,136.0,1,29,6,13,3
1,5.63,Z,78.0,0,20,5,7,5,P,188.0,2,32,10,14,1
1,9.98,Z,154.0,4,70,9,18,12,T,129.0,14,78,18,14,4
1,9.97,Z,127.0,1,64,19,16,14,T,92.0,4,71,20,8,3
0,9.97,T,84.0,1,55,14,11,13,T,137.0,0,44,15,11,5
0,9.98,T,215.0,8,70,18,9,16,P,111.0,3,74,29,18,7
0,7.77,T,104.0,9,70,15,19,8,P,201.0,1,55,13,24,9
1,7.53,T,153.0,13,78,15,16,5,Z,142.0,12,43,3,12,8
0,9.98,T,97.0,19,79,12,12,12,Z,112.0,17,81,12,13,16
1,9.0,Z,182.0,12,76,10,18,20,Z,165.0,9,68,8,12,15
0,9.88,T,97.0,5,68,14,9,15,T,110.0,5,69,18,11,15
0,9.98,Z,107.0,15,56,10,5,12,Z,79.0,9,32,6,4,11
1,10.58,P,83.0,12,68,20,12,6,T,213.0,47,144,22,19,19
0,10.28,T,228.0,49,124,23,19,9,T,103.0,26,81,20,9,8
0,1.75,Z,29.0,0,5,3,1,1,Z,113.0,0,6,2,3,1
0,9.67,Z,87.0,20,74,14,7,17,Z,128.0,6,60,9,14,13
1,9.98,T,107.0,1,62,17,6,12,Z,86.0,5,48,4,11,19
1,5.37,P,177.0,6,32,10,8,3,T,123.0,21,52,9,9,7
0,6.37,T,162.0,22,67,9,13,4,Z,166.0,7,44,7,13,6
1,9.98,T,91.0,6,44,10,8,5,T,92.0,15,53,11,4,8
0,9.12,Z,119.0,4,45,2,10,11,P,48.0,8,28,9,2,5
0,9.98,T,177.0,31,150,18,40,5,Z,167.0,15,101,15,26,19
0,6.6,P,68.0,0,16,7,2,5,P,70.0,0,20,8,5,5
0,3.78,Z,89.0,5,18,3,4,6,T,113.0,3,26,9,7,1
0,8.93,T,139.0,11,73,16,14,12,T,194.0,14,93,21,19,12
0,9.88,T,92.0,0,56,11,8,9,Z,94.0,5,41,6,9,11
0,9.98,T,174.0,28,108,15,24,12,T,215.0,15,91,16,19,11
1,9.23,Z,72.0,1,41,9,11,7,Z,115.0,7,53,7,13,12
1,9.48,P,137.0,38,110,20,16,13,T,126.0,21,72,12,12,19
1,7.35,T,81.0,6,40,6,14,7,P,159.0,13,66,17,15,4
1,9.98,T,162.0,16,101,20,21,9,P,119.0,4,54,18,17,5
1,3.82,P,74.0,0,9,5,2,1,Z,104.0,2,16,4,7,3
0,9.97,P,76.0,22,88,20,25,5,P,112.0,18,59,16,6,6
1,1.52,T,155.0,0,11,3,6,0,Z,97.0,0,8,2,5,1
0,1.85,T,90.0,0,6,2,4,0,P,113.0,0,15,4,8,0
1,6.97,P,113.0,1,25,14,5,0,Z,79.0,2,29,7,10,6
1,6.95,T,103.0,0,25,7,5,2,T,60.0,0,39,14,2,3
1,6.88,Z,128.0,5,30,5,4,9,P,95.0,8,42,8,8,8
1,9.98,P,110.0,4,39,12,11,3,Z,113.0,4,52,9,12,14
0,3.33,T,114.0,3,27,7,6,1,T,200.0,1,15,7,5,1
1,9.48,T,118.0,20,74,17,15,6,Z,145.0,3,78,17,30,11
1,4.63,T,95.0,0,21,6,6,5,Z,92.0,2,31,6,14,5
0,9.97,Z,69.0,1,48,6,16,11,T,129.0,0,48,20,9,4
0,6.7,T,204.0,25,74,11,14,5,T,182.0,11,64,10,19,5
0,8.5,T,120.0,2,56,16,15,5,Z,98.0,3,48,8,17,14
1,4.9,Z,136.0,0,25,5,10,7,Z,84.0,2,19,4,3,6
1,7.05,Z,99.0,7,44,5,11,12,Z,70.0,10,40,5,11,7
0,4.87,T,90.0,0,19,7,7,1,Z,67.0,2,25,1,12,6
0,9.98,Z,51.0,0,31,6,8,8,P,58.0,0,36,16,6,4
1,10.97,T,123.0,9,77,14,18,13,T,116.0,8,106,21,22,20
1,9.92,P,150.0,26,96,17,23,8,T,166.0,29,116,16,16,16
0,5.12,Z,89.0,0,23,6,10,3,P,193.0,0,23,9,8,4
1,9.1,Z,119.0,5,52,8,17,10,Z,126.0,18,76,10,21,12
1,8.58,T,88.0,0,37,10,4,2,P,94.0,0,54,15,22,4
1,6.18,Z,145.0,7,47,6,11,7,Z,106.0,2,32,4,9,10
1,9.97,T,96.0,1,53,19,10,11,T,68.0,0,40,14,9,6
0,9.63,T,145.0,0,67,22,15,5,Z,117.0,1,53,9,14,15
0,9.98,T,131.0,6,83,15,19,24,T,118.0,11,71,12,9,9
1,5.95,P,79.0,0,22,9,7,4,T,103.0,4,33,9,10,3
0,5.95,T,94.0,2,38,9,7,7,T,136.0,0,38,13,5,7
1,9.97,T,63.0,7,56,17,10,7,T,138.0,11,67,16,13,11
0,10.27,P,74.0,28,80,16,16,5,T,139.0,0,55,10,4,19
0,5.95,Z,143.0,1,30,3,10,7,T,162.0,3,45,14,13,5
1,9.55,Z,108.0,10,92,6,23,23,Z,148.0,10,80,11,19,20
0,10.55,P,88.0,0,39,13,9,3,T,136.0,11,89,18,21,15
1,3.87,P,122.0,0,18,8,7,0,Z,137.0,0,12,4,4,4
1,9.98,Z,103.0,3,54,15,14,9,Z,112.0,3,75,21,18,12
0,10.8,T,141.0,14,85,19,20,4,Z,100.0,3,48,12,12,9
1,4.42,P,65.0,1,14,6,5,1,P,53.0,0,15,10,4,0
0,5.07,Z,101.0,8,24,3,4,6,Z,138.0,14,33,3,3,10
1,2.83,T,129.0,0,12,3,7,0,Z,72.0,1,11,3,6,1
1,9.97,P,104.0,0,43,16,11,4,T,118.0,1,47,18,9,5
0,9.98,T,51.0,1,59,10,8,12,Z,91.0,12,49,4,10,14
0,10.4,T,73.0,3,53,19,10,10,Z,152.0,1,69,10,19,20
1,3.95,P,77.0,0,13,7,4,1,P,96.0,1,21,10,6,1
0,10.73,Z,143.0,10,72,14,15,11,T,117.0,11,78,13,17,13
0,6.52,T,89.0,0,25,10,7,1,Z,51.0,0,21,4,5,2
0,8.7,T,189.0,14,133,17,26,23,Z,117.0,4,80,14,24,22
1,9.98,T,94.0,5,41,11,7,2,P,113.0,6,38,13,7,12
0,9.37,T,125.0,5,69,18,14,12,Z,91.0,5,54,9,17,9
0,9.92,T,124.0,21,81,14,13,10,T,67.0,2,48,10,12,10
1,2.63,Z,85.0,3,6,1,2,0,T,64.0,0,9,1,4,0
0,9.98,T,66.0,11,51,16,12,9,T,89.0,2,38,11,11,3
1,7.9,Z,96.0,15,65,13,8,7,P,100.0,0,28,12,9,4
1,7.1,P,82.0,4,35,10,7,4,Z,79.0,0,27,4,10,6
0,9.08,T,175.0,27,102,13,18,6,Z,180.0,13,98,14,23,18
0,9.98,P,86.0,1,62,14,12,10,Z,62.0,1,59,8,20,19
0,9.97,T,68.0,0,42,12,7,6,Z,72.0,2,38,8,6,10
0,9.97,P,65.0,2,54,21,16,9,Z,53.0,2,41,4,12,16
1,8.6,P,118.0,13,50,15,11,4,T,150.0,16,87,23,17,9
0,10.4,T,130.0,6,72,20,17,3,Z,101.0,6,43,7,13,11
0,9.73,Z,87.0,11,77,13,15,17,T,87.0,5,73,19,15,16
1,7.52,T,115.0,11,58,9,11,7,P,187.0,9,65,13,21,4
1,5.47,T,140.0,17,37,3,6,5,T,235.0,11,40,7,11,6
0,3.63,Z,77.0,0,11,4,5,1,P,75.0,0,11,6,3,1
0,7.3,T,136.0,1,47,13,10,7,T,112.0,5,48,12,13,4
0,9.98,Z,113.0,16,63,5,10,16,Z,101.0,11,57,7,6,19
1,2.97,T,186.0,0,12,3,7,0,Z,64.0,0,11,4,2,3
0,8.73,P,75.0,10,55,12,10,7,Z,95.0,2,32,2,3,18
1,7.58,P,67.0,4,37,13,10,4,T,121.0,2,43,13,9,7
1,8.92,Z,141.0,7,63,10,19,13,P,74.0,16,66,15,18,6
1,9.98,Z,125.0,4,59,10,19,12,P,118.0,2,67,17,20,8
1,9.12,P,101.0,11,51,11,11,3,T,161.0,41,96,9,7,16
1,9.98,P,108.0,13,74,14,14,11,P,172.0,11,72,15,19,8
1,6.62,Z,101.0,6,26,3,7,5,T,121.0,1,53,9,13,1
1,9.98,P,136.0,1,65,17,18,12,T,98.0,4,71,22,15,12
0,5.37,T,74.0,2,30,10,7,4,Z,223.0,0,24,3,11,5
1,4.95,Z,103.0,3,28,4,10,6,Z,99.0,1,26,4,8,9
0,9.97,P,72.0,11,49,13,8,10,Z,63.0,10,51,8,11,11
1,3.22,P,96.0,1,14,5,5,2,T,214.0,1,16,5,6,0
1,9.98,Z,91.0,5,44,8,8,14,P,89.0,20,63,12,14,4
0,9.98,P,114.0,4,60,14,11,4,T,132.0,13,67,18,13,5
1,8.48,Z,49.0,4,17,6,3,3,T,85.0,5,73,17,13,8
1,9.72,P,69.0,0,39,15,17,3,P,93.0,0,23,9,7,4
1,9.98,T,99.0,1,48,13,15,7,P,110.0,1,55,21,13,1
1,6.25,T,112.0,6,60,9,18,5,P,196.0,10,61,9,23,6
1,5.53,Z,52.0,5,28,4,8,8,Z,75.0,1,21,2,2,13
1,3.97,Z,85.0,3,20,3,10,4,Z,94.0,3,21,4,4,7
1,5.62,T,84.0,10,26,6,5,3,Z,73.0,6,26,5,5,7
0,5.65,T,149.0,2,36,10,9,6,P,113.0,10,43,10,12,5
0,2.23,Z,91.0,2,8,3,2,1,T,174.0,1,6,3,2,0
0,3.18,P,119.0,2,17,5,9,1,T,136.0,2,13,3,6,0
1,4.33,P,162.0,1,26,13,9,0,T,127.0,4,29,6,6,2
0,6.83,T,81.0,2,33,9,8,2,T,68.0,0,34,10,11,7
0,4.65,Z,139.0,6,27,3,7,8,T,160.0,7,32,8,12,1
1,4.12,Z,163.0,3,23,3,9,4,T,174.0,7,26,7,6,2
1,3.8,T,113.0,0,18,4,8,3,T,170.0,0,21,8,6,1
1,1.63,T,156.0,0,7,1,6,0,T,195.0,0,7,2,2,0
0,4.9,Z,105.0,6,26,3,7,8,P,94.0,3,28,10,9,1
1,10.0,T,103.0,14,90,18,14,11,P,168.0,17,117,20,31,10
0,7.87,T,125.0,18,72,9,18,11,T,153.0,18,71,16,10,13
0,9.93,Z,98.0,0,27,8,3,10,T,66.0,0,39,9,2,10
0,9.12,P,191.0,28,111,22,32,2,T,197.0,8,62,12,13,5
0,6.22,T,119.0,4,40,10,12,6,P,122.0,20,75,8,13,7
0,9.98,Z,102.0,15,59,6,12,15,T,66.0,8,54,6,10,9
0,9.98,Z,112.0,9,50,12,11,4,T,106.0,22,92,18,17,10
1,5.43,T,66.0,0,18,5,6,2,T,64.0,0,24,6,5,4
1,9.95,Z,68.0,18,68,9,6,17,P,135.0,9,73,15,25,6
0,4.6,T,61.0,8,29,5,6,6,T,137.0,1,24,7,8,4
0,10.03,Z,167.0,6,75,15,19,14,T,122.0,24,112,20,27,12
1,4.0,T,58.0,1,16,5,5,1,P,57.0,0,16,7,5,3
0,4.78,T,76.0,20,47,8,7,3,Z,62.0,1,15,2,2,8
0,9.83,Z,177.0,17,97,11,24,17,Z,147.0,9,84,7,25,23
1,6.23,P,104.0,7,34,10,9,4,T,222.0,15,56,9,14,6
1,5.87,T,91.0,0,18,7,2,5,Z,65.0,0,28,5,12,9
1,5.67,T,84.0,3,32,6,7,5,P,53.0,3,21,10,4,1
1,4.9,P,75.0,4,22,8,8,2,T,89.0,7,39,9,7,8
0,3.52,P,50.0,0,15,5,7,2,P,41.0,0,13,6,5,2
0,8.03,Z,125.0,2,37,7,10,9,P,116.0,2,43,17,11,3
1,4.92,T,182.0,9,35,8,10,3,P,137.0,8,31,6,10,3
0,9.98,T,132.0,23,88,14,13,11,T,206.0,24,76,16,11,5
0,0.77,T,152.0,0,3,1,2,0,T,73.0,0,3,1,2,0
1,3.43,Z,201.0,2,14,2,7,1,P,187.0,0,26,8,9,1
1,1.25,T,89.0,0,6,2,4,0,P,94.0,0,3,1,2,0
1,1.42,T,217.0,0,10,3,5,0,Z,205.0,0,6,1,3,1
0,8.38,T,160.0,58,139,17,18,10,Z,176.0,10,74,13,20,15
0,9.98,Z,106.0,2,44,11,14,11,T,51.0,3,48,13,14,2
0,5.65,T,104.0,22,60,8,4,7,T,165.0,24,45,6,7,4
0,9.98,Z,129.0,5,52,9,15,12,P,49.0,8,48,18,13,4
0,8.65,P,88.0,2,43,17,13,3,Z,107.0,3,41,8,4,12
1,7.75,P,107.0,0,25,14,4,4,T,58.0,0,49,15,10,10
1,5.52,T,163.0,9,37,11,10,4,P,119.0,0,30,10,9,4
0,5.1,P,126.0,0,21,7,10,2,P,44.0,0,23,7,11,2
1,10.93,P,118.0,14,81,19,27,8,T,114.0,5,77,18,14,15
0,5.88,P,106.0,3,29,10,5,2,T,86.0,6,37,7,7,9
0,9.32,Z,54.0,1,44,9,10,11,P,102.0,7,52,8,15,6
0,6.57,T,191.0,7,47,9,10,9,P,97.0,5,31,9,8,4
0,6.58,Z,106.0,6,29,3,8,9,Z,86.0,3,37,5,8,13
0,10.48,Z,83.0,16,91,12,23,16,T,127.0,6,70,14,16,12
0,4.43,Z,167.0,0,15,2,7,3,Z,90.0,0,18,2,9,5
0,2.42,Z,77.0,0,8,4,2,2,T,78.0,1,6,3,1,0
1,9.98,P,89.0,39,84,14,8,7,Z,118.0,24,63,6,12,15
1,9.98,P,79.0,0,32,15,5,3,P,110.0,1,40,16,12,8
1,3.33,Z,135.0,2,17,3,5,5,Z,93.0,0,17,3,7,5
0,3.52,Z,162.0,6,20,3,4,4,T,137.0,3,26,4,10,1
0,8.45,T,119.0,4,67,22,16,8,P,127.0,3,61,21,17,5
0,9.97,P,116.0,12,81,23,26,3,P,108.0,21,68,11,12,8
1,9.98,P,125.0,12,85,17,15,6,Z,66.0,0,41,12,13,8
0,4.97,P,47.0,1,20,10,2,4,P,44.0,0,18,7,5,4
1,10.12,P,76.0,5,60,20,16,6,T,120.0,6,73,20,15,10
0,8.98,T,131.0,9,80,15,19,3,Z,94.0,4,46,10,5,10
0,6.1,T,160.0,3,38,9,12,6,T,54.0,6,48,10,13,3
0,7.02,T,106.0,4,40,12,11,5,Z,71.0,3,27,5,6,9
1,6.33,Z,133.0,0,36,6,9,12,T,68.0,11,41,7,8,6
0,7.2,P,62.0,2,30,13,7,3,T,140.0,0,50,13,11,6
0,2.9,Z,161.0,0,11,2,0,7,Z,148.0,0,12,3,5,4
0,2.38,Z,159.0,0,13,5,5,2,Z,112.0,0,9,2,5,2
1,0.45,Z,178.0,0,1,0,0,1,Z,320.0,0,2,0,1,1
1,6.25,Z,108.0,3,36,7,13,7,P,63.0,4,32,13,11,3
1,6.63,T,171.0,22,64,10,9,6,Z,169.0,14,61,7,16,11
0,9.98,Z,116.0,0,59,13,11,13,T,87.0,0,49,12,9,7
1,4.02,T,29.0,0,5,5,0,0,T,83.0,1,21,7,6,3
1,4.28,P,81.0,0,21,8,8,2,Z,87.0,2,16,2,6,3
0,9.98,P,110.0,0,41,16,9,6,T,87.0,0,29,11,10,3
